id_client;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_071086817042;50;M;Célibataire;Locataire;1666.67;1;0;5;8314;2;4802;221.52;4;266.67;3873;Partenaire;2466.67;451;Agence
ID_071102371112;53;M;Célibataire;Locataire;1347.33;1;0;17;30867;3;4180;1915.59;1;466.67;4861;Partenaire;1600.00;115;Partenaire
ID_071103332260;27;M;Célibataire;Locataire;986.67;1;0;2;1467;1;431;107.96;0;666.67;746;Partenaire;800.00;305;Agence
ID_071111794153;29;F;Union libre;Locataire;2133.33;0;0;2;6667;2;5985;191.47;3;5333.33;610;Partenaire;1333.33;348;Mailing
ID_071126033968;44;M;Marié;Propriétaire;1607.87;1;0;3;3871;2;1489;1843.43;;1697.60;669;Partenaire;506.67;115;Partenaire
ID_071129026617;31;F;Célibataire;;;1;0;4;3833;2;2635;116.03;3;666.67;1426;Partenaire;1333.33;47;Mailing
ID_071142542586;46;F;Divorcé;Locataire;1720.00;1;0;4;6267;1;2908;119.11;5;800.00;1721;Agence;2666.67;63;Agence
ID_071143566806;44;M;Célibataire;Locataire;1400.00;1;0;3;4000;2;2043;101.86;1;1600.00;1315;Partenaire;1333.33;258;Partenaire
ID_071150121044;46;M;Célibataire;;;1;0;2;6800;2;5946;180.93;4;5333.33;816;Agence;1466.67;353;Mailing
ID_071153135784;45;F;Divorcé;Locataire;1080.00;1;0;5;3867;5;3615;100.00;5;666.67;866;Partenaire;666.67;145;Agence
ID_071156144443;56;F;Célibataire;;;1;0;5;6800;1;2820;231.24;1;1466.67;1861;Partenaire;1333.33;13;Mailing
ID_071164137941;56;M;Célibataire;;;1;0;7;15867;2;6642;5794.74;4;533.33;4088;Partenaire;1333.33;63;Mailing
ID_071176782090;58;M;Célibataire;Locataire;1600.00;1;0;5;7933;4;3698;195.47;2;2000.00;1857;Partenaire;1333.33;349;Mailing
ID_071188356393;44;F;Célibataire;;;1;0;6;12133;2;4675;2535.53;5;1600.00;2357;Partenaire;3333.33;174;Mailing
ID_071196711509;47;F;Célibataire;;;1;0;3;7057;2;6419;124.13;5;390.40;1729;Partenaire;1333.33;49;Mailing
ID_071222205432;53;M;Célibataire;Locataire;2000.00;1;0;3;5467;1;1803;3082.53;;2266.67;695;Partenaire;1866.67;157;Partenaire
ID_071229842429;44;F;Union libre;Propriétaire;2466.67;1;0;2;6450;1;5341;242.93;4;1116.67;625;Partenaire;5333.33;117;Mailing
ID_071259206858;35;M;Marié;Propriétaire;2933.33;1;0;4;7280;1;2242;228.51;1;1280.00;1563;Partenaire;3333.33;482;Mailing
ID_071267764322;44;F;Célibataire;Propriétaire;2084.00;1;0;3;10533;3;5105;349.07;2;4000.00;1792;Partenaire;5200.00;704;Agence
ID_071269002018;45;F;Célibataire;;;1;0;5;10000;3;5382;127.33;5;1200.00;6341;Partenaire;3333.33;46;Mailing
ID_071281396110;47;M;Marié;;;1;0;4;13600;3;7364;175.73;6;3200.00;3945;Partenaire;4000.00;34;Mailing
ID_071295665928;36;M;Célibataire;;;1;0;5;8933;4;5679;246.37;5;2000.00;1102;Agence;1333.33;55;Mailing
ID_071296084351;23;F;Célibataire;;;1;0;5;4120;2;2798;785.60;5;386.67;1337;Partenaire;1333.33;62;Mailing
ID_071296919023;49;F;Union libre;Propriétaire;1600.00;1;0;2;2000;1;1782;75.27;0;400.00;677;Agence;1600.00;398;Agence
ID_071309853117;22;F;Union libre;Locataire;466.67;1;0;2;3333;1;2040;108.99;1;1333.33;637;Partenaire;2000.00;136;Partenaire
ID_071311536105;44;F;Divorcé;Locataire;2066.67;1;0;2;2933;1;1754;1373.33;5;1333.33;131;Partenaire;1600.00;73;Partenaire
ID_071313952420;40;F;Célibataire;Locataire;1200.00;1;0;4;6827;1;3834;2677.51;5;533.33;984;Agence;3626.67;171;Mailing
ID_071322859267;46;F;Marié;Propriétaire;1786.67;1;0;6;13333;1;4542;379.87;5;266.67;1750;Partenaire;4666.67;465;Agence
ID_071324048152;32;F;Célibataire;Locataire;1333.33;1;1;1;5333;1;5377;238.53;;5333.33;122;Partenaire;5333.33;122;Partenaire
ID_071340241879;43;M;Célibataire;;;1;0;1;1426;1;59;45.73;0;1426.27;1493;Partenaire;1426.27;1493;Partenaire
ID_071342851173;39;F;Célibataire;;;1;0;5;9333;3;3640;152.27;5;1333.33;2191;Partenaire;1333.33;532;Mailing
ID_071347535395;40;F;Célibataire;Locataire;1573.33;1;0;8;12000;3;3454;5464.86;4;1333.33;2397;Partenaire;533.33;258;Partenaire
ID_071350553203;40;M;Célibataire;Locataire;1973.20;1;0;2;5733;1;5969;440.00;5;400.00;523;Partenaire;5333.33;125;Agence
ID_071363149910;51;F;Célibataire;;;1;0;3;3467;3;2127;122.67;3;1333.33;1227;Partenaire;666.67;486;Mailing
ID_071368912540;38;M;Marié;Propriétaire;2266.67;1;0;5;3547;1;824;217.72;0;613.33;5618;Partenaire;800.00;118;Partenaire
ID_071410120551;58;M;Divorcé;Propriétaire;2533.33;1;1;1;5333;1;5902;0.00;5;5333.33;97;Agence;5333.33;97;Agence
ID_071419752059;47;M;Célibataire;;;1;0;4;7333;2;3817;197.67;2;1333.33;1712;Partenaire;1333.33;27;Mailing
ID_071435899049;42;F;Célibataire;Locataire;1933.33;1;0;3;7600;1;4633;211.20;4;1333.33;1279;Partenaire;5333.33;989;Agence
ID_071448278921;30;M;Célibataire;;;1;0;5;6000;1;772;145.67;1;1733.33;4562;Partenaire;1333.33;27;Mailing
ID_071457092834;42;F;Célibataire;;;1;0;6;7506;2;2087;210.06;1;1094.13;;Partenaire;1333.33;353;Mailing
ID_071479926002;41;M;Marié;Propriétaire;4133.33;1;0;4;12533;1;5400;4863.28;3;533.33;5927;Partenaire;5333.33;31;Mailing
ID_071484799904;48;M;Célibataire;;;1;0;5;7200;4;2434;204.15;3;2000.00;1713;Partenaire;1333.33;868;Mailing
ID_071500526281;35;M;Célibataire;;;1;0;3;4800;1;2248;72.27;3;1333.33;669;Partenaire;1333.33;25;Mailing
ID_071514831635;31;F;Marié;Propriétaire;933.33;1;0;1;5333;1;2815;335.60;0;5333.33;306;Mailing;5333.33;306;Mailing
ID_071531333158;49;F;Célibataire;Locataire;2133.33;1;0;4;4686;2;1917;122.84;0;1200.00;5308;Partenaire;1353.07;294;Partenaire
ID_071537056004;56;M;Marié;;;1;0;4;13467;2;7753;4566.76;4;2000.00;615;Partenaire;2000.00;34;Mailing
ID_071544660187;34;M;Union libre;Propriétaire;2866.67;1;0;1;1240;1;847;70.00;1;1239.73;364;Partenaire;1239.73;364;Partenaire
ID_071558435553;40;M;Célibataire;;;1;0;4;4867;4;3220;135.20;3;2000.00;1593;Partenaire;1333.33;341;Mailing
ID_071566563658;44;M;Célibataire;;;1;0;4;4667;2;2130;132.97;3;666.67;1774;Partenaire;1333.33;47;Mailing
ID_071568146455;53;F;Célibataire;;;1;0;7;15733;1;4908;1202.73;4;1600.00;7227;Partenaire;1333.33;10;Mailing
ID_071572664939;31;F;Célibataire;Locataire;1466.67;1;0;3;6097;1;2664;320.48;1;763.47;1957;Partenaire;3333.33;395;Agence
ID_071574733900;42;F;Célibataire;Locataire;2401.33;1;0;6;12000;3;6579;733.12;4;2000.00;3975;Partenaire;1333.33;60;Mailing
ID_071580372285;44;F;Divorcé;Locataire;1066.67;1;0;2;3200;1;577;936.67;0;1600.00;748;Partenaire;1600.00;278;Partenaire
ID_071587019505;58;M;Divorcé;Propriétaire;1333.33;1;1;1;2267;1;2469;0.00;4;2266.67;60;Agence;2266.67;60;Agence
ID_071606616403;32;M;Célibataire;;;1;0;7;6218;6;5414;174.27;6;439.33;789;Partenaire;1333.33;55;Mailing
ID_071607532791;51;M;Célibataire;Locataire;1733.33;1;0;2;4667;1;3659;15.59;2;1333.33;1323;Partenaire;3333.33;77;Partenaire
ID_071634328475;41;F;Célibataire;;;1;0;4;6003;3;4440;169.60;4;1070.13;1218;Partenaire;1333.33;353;Mailing
ID_071636282747;32;F;Célibataire;;;1;0;8;8631;3;6143;268.66;5;98.03;;Partenaire;1333.33;60;Mailing
ID_071640799909;31;M;Célibataire;;2133.33;1;0;3;2133;1;1494;645.55;1;266.67;1027;Partenaire;1333.33;116;Partenaire
ID_071668573617;49;F;Marié;;;1;0;4;7333;2;5476;0.00;5;666.67;6639;Partenaire;2000.00;69;Mailing
ID_071680048252;53;F;Célibataire;Locataire;1533.33;1;0;4;8325;1;5544;1126.92;5;458.80;1782;Partenaire;5333.33;291;Partenaire
ID_071680141874;51;F;Marié;Propriétaire;1493.33;1;0;1;1333;1;931;52.93;1;1333.33;567;Partenaire;1333.33;567;Partenaire
ID_071680197303;50;F;Célibataire;Locataire;2400.00;1;0;7;27373;1;5928;13451.44;5;3333.33;2212;Partenaire;5333.33;109;Agence
ID_071686513009;40;F;Célibataire;;;1;0;2;2667;1;807;72.93;1;1333.33;442;Partenaire;1333.33;5;Mailing
ID_071724272176;41;M;Divorcé;Locataire;2186.67;1;0;15;24400;1;2016;144.00;6;666.67;3248;Partenaire;1866.67;31;Partenaire
ID_071766813905;59;M;Marié;;;1;0;2;8667;2;6764;291.65;5;4666.67;740;Agence;4000.00;115;Mailing
ID_071772060622;53;M;Célibataire;;;1;0;6;15706;3;6197;559.14;1;2133.33;3920;Partenaire;1333.33;53;Mailing
ID_071777741280;52;F;Célibataire;;;1;0;5;13408;3;5644;253.33;3;3808.27;;Partenaire;1333.33;49;Mailing
ID_071783031005;36;F;Marié;Propriétaire;1466.67;1;0;1;5333;1;5373;0.00;4;5333.33;267;Partenaire;5333.33;267;Partenaire
ID_071786416833;31;M;Marié;Propriétaire;2266.67;1;0;5;8696;1;1795;160.48;5;3.33;;Partenaire;1600.00;119;Partenaire
ID_071794158610;38;F;Marié;Propriétaire;1733.33;1;0;16;24051;1;3463;1343.60;1;800.00;7069;Partenaire;5333.33;572;Mailing
ID_071797431971;34;F;Marié;Locataire;1600.00;1;0;1;1067;1;515;106.80;0;1066.67;287;Partenaire;1066.67;287;Partenaire
ID_071798350190;53;F;Marié;Propriétaire;1466.67;1;0;4;6200;1;494;248.57;0;333.33;5897;Partenaire;1600.00;355;Partenaire
ID_071829717219;43;M;Célibataire;;;1;0;4;8920;2;5870;2834.88;3;2253.33;676;Partenaire;1333.33;59;Mailing
ID_071832474576;49;F;Marié;Locataire;1600.00;1;0;9;11733;1;524;2334.97;1;800.00;4424;Partenaire;533.20;237;Partenaire
ID_071848300042;43;F;Marié;;;1;0;4;7067;2;5262;128.00;3;1333.33;5835;Partenaire;1333.33;62;Mailing
ID_071859789674;33;M;Célibataire;;;1;0;3;4560;2;2700;1947.11;2;2000.00;431;Partenaire;1333.33;55;Mailing
ID_071870789346;47;M;Célibataire;;;1;0;5;8533;3;5970;186.13;4;666.67;5387;Partenaire;2000.00;312;Mailing
ID_071890172458;59;M;Célibataire;;;1;0;10;11293;2;1321;205.72;2;3200.00;3426;Partenaire;1333.33;27;Mailing
ID_071891886702;43;M;Marié;;;1;0;6;10347;4;7596;255.06;4;266.67;6016;Partenaire;2000.00;31;Mailing
ID_071902653392;31;M;Célibataire;;;1;0;3;2373;1;1100;178.40;0;266.67;1175;Partenaire;1333.33;329;Mailing
ID_071908561015;54;F;Marié;;;1;0;1;5333;1;5046;133.33;4;5333.33;585;Partenaire;5333.33;585;Partenaire
ID_071912150881;46;F;Célibataire;;;1;0;4;12373;2;6248;298.67;4;1039.47;1903;Partenaire;1333.33;326;Mailing
ID_071929470636;59;F;Célibataire;;;1;0;4;3467;3;1179;667.07;0;800.00;1001;Partenaire;666.67;59;Mailing
ID_071936282062;31;M;Marié;Locataire;1800.00;1;0;6;12267;2;4343;8735.35;3;5333.33;559;Partenaire;2666.67;104;Partenaire
ID_071948207968;35;M;Célibataire;;;1;0;5;8133;1;146;4069.83;0;800.00;2189;Partenaire;2000.00;20;Mailing
ID_071961475236;59;M;Célibataire;;;1;0;4;9600;3;5810;240.58;3;2000.00;1615;Partenaire;1466.67;349;Mailing
ID_071977211707;41;F;Célibataire;;;1;0;8;9820;2;2174;4002.21;6;666.67;5095;Partenaire;1333.33;17;Mailing
ID_071991487321;34;F;Célibataire;Locataire;1880.00;1;0;4;6933;4;5126;199.07;2;933.33;714;Partenaire;2000.00;267;Partenaire
ID_071992604293;43;M;Célibataire;;;1;0;9;13600;1;3440;7206.14;5;666.67;2964;Partenaire;3333.33;68;Mailing
ID_072005167860;56;F;Célibataire;;;1;0;5;16667;2;6420;259.77;4;5333.33;1790;Partenaire;1333.33;5;Mailing
ID_072009499829;41;M;Célibataire;Locataire;2266.67;1;0;7;7067;2;1632;3087.48;5;666.67;1760;Partenaire;666.67;97;Partenaire
ID_072015957693;25;M;Célibataire;;;1;0;4;3667;3;2915;82.41;5;466.67;1616;Partenaire;1333.33;167;Mailing
ID_072016556736;43;F;Célibataire;;;1;0;6;10400;5;5914;204.13;6;2666.67;1881;Partenaire;1333.33;42;Mailing
ID_072018905980;43;F;Célibataire;;;1;0;5;7200;2;4078;203.42;3;1066.67;2546;Partenaire;2666.67;150;Mailing
ID_072037737589;56;F;Célibataire;;;1;0;5;4800;5;3531;139.73;2;800.00;1217;Partenaire;1333.33;348;Mailing
ID_072041709357;37;M;Marié;;;1;0;5;15200;1;1019;103.82;1;2666.67;2124;Partenaire;1333.33;528;Mailing
ID_072051863708;42;F;Célibataire;Locataire;1666.67;1;0;8;14667;3;5241;192.27;3;800.00;3476;Partenaire;1733.33;525;Mailing
ID_072061626373;54;M;Célibataire;Locataire;2000.00;1;0;3;5600;1;2197;40.77;0;1600.00;1140;Partenaire;2000.00;77;Agence
ID_072065273059;46;F;Célibataire;;;1;0;4;9467;2;1958;150.95;1;4533.33;1711;Partenaire;3333.33;13;Mailing
ID_072082485033;42;F;Marié;Propriétaire;1600.00;1;0;5;15415;1;5059;269.20;4;214.67;1883;Partenaire;5333.33;462;Agence
ID_072085128347;38;M;Célibataire;Locataire;1866.67;1;0;4;6000;4;4166;158.13;5;1333.33;1579;Partenaire;666.67;630;Agence
ID_072086797565;36;M;Célibataire;Locataire;2000.00;1;0;1;1199;1;956;40.00;2;1199.33;549;Partenaire;1199.33;549;Partenaire
ID_072087892848;53;M;Célibataire;Locataire;1666.67;1;0;4;8667;0;0;0.00;3;1333.33;483;Partenaire;4000.00;25;Agence
ID_072091176869;45;M;Célibataire;;;1;0;4;4000;4;2865;109.47;2;666.67;1765;Agence;1333.33;346;Mailing
ID_072098719692;48;M;Célibataire;;;1;0;7;9200;3;3630;4481.74;5;533.33;1746;Partenaire;1333.33;45;Mailing
ID_072103837398;47;F;Marié;;1733.33;1;0;1;1733;1;403;133.33;0;1733.33;461;Partenaire;1733.33;461;Partenaire
ID_072149583843;28;F;Célibataire;;;1;0;3;5333;2;4398;84.40;5;666.67;1030;Agence;3333.33;63;Mailing
ID_072173017327;54;F;Célibataire;;;1;0;6;10969;4;6162;257.69;3;3333.33;1732;Agence;3333.33;61;Mailing
ID_072192409761;32;F;Divorcé;Locataire;1066.67;0;0;1;2000;1;1284;133.33;1;2000.00;379;Partenaire;2000.00;379;Partenaire
ID_072220550313;39;F;Célibataire;Locataire;1660.00;1;0;10;24600;1;3625;10692.58;3;0.00;;Partenaire;3333.33;59;Agence
ID_072222581040;48;M;Célibataire;;;1;0;5;6027;4;5033;221.42;2;693.33;1153;Partenaire;1333.33;61;Mailing
ID_072235498625;51;M;Célibataire;;;1;0;3;8267;1;2776;152.80;1;933.33;2583;Partenaire;5333.33;1426;Agence
ID_072240502542;56;M;Célibataire;;;1;0;4;5333;2;2819;134.91;3;1333.33;1677;Partenaire;2000.00;46;Mailing
ID_072276230827;37;M;Union libre;Propriétaire;1533.33;1;0;1;5333;1;5152;130.13;4;5333.33;328;Partenaire;5333.33;328;Partenaire
ID_072280994657;39;M;Célibataire;;;1;0;3;5067;2;3634;76.81;6;1333.33;721;Partenaire;3333.33;33;Mailing
ID_072283120304;34;F;Marié;Propriétaire;2466.67;1;0;11;32267;0;0;0.00;10;533.33;4445;Partenaire;6666.67;10;Agence
ID_072284205927;55;F;Célibataire;;;1;0;4;6000;3;3758;91.55;2;2000.00;973;Agence;1333.33;60;Mailing
ID_072284733754;31;F;Divorcé;Locataire;1333.33;1;0;2;1333;1;973;78.37;1;400.00;798;Partenaire;933.33;38;Partenaire
ID_072297297505;19;F;Célibataire;;800.00;1;0;3;2533;1;994;54.18;3;666.67;659;Partenaire;933.33;14;Partenaire
ID_072302749577;38;F;Divorcé;Locataire;1200.00;1;0;2;2358;1;1418;200.15;0;964.67;1175;Partenaire;1393.07;105;Partenaire
ID_072307310941;52;F;Célibataire;Locataire;1293.33;1;0;1;800;1;885;0.00;0;800.00;76;Partenaire;800.00;76;Partenaire
ID_072323816298;42;M;Célibataire;;;0;0;4;4000;4;3158;112.33;5;1333.33;1824;Partenaire;666.67;168;Mailing
ID_072327011282;38;F;Célibataire;;;1;0;5;5467;2;2369;30.27;5;666.67;1422;Partenaire;1333.33;49;Mailing
ID_072334808945;47;M;Marié;;;1;0;7;9524;4;5574;212.13;4;456.93;1875;Partenaire;2000.00;17;Mailing
ID_072349036867;44;M;Célibataire;Locataire;1780.80;1;0;3;2400;1;687;82.69;1;800.00;1701;Partenaire;933.33;382;Agence
ID_072356198261;33;F;Célibataire;;1066.67;1;0;3;5606;1;3564;261.74;0;805.87;1189;Partenaire;3333.33;255;Agence
ID_072371339663;31;M;Célibataire;Locataire;946.67;1;0;2;4000;2;3620;102.13;5;2000.00;1023;Partenaire;2000.00;609;Agence
ID_072372179212;42;M;Célibataire;;;1;0;6;25467;2;4495;155.80;1;1333.33;5722;Partenaire;3333.33;339;Mailing
ID_072375021711;42;F;Célibataire;;;1;0;3;6000;3;5650;146.53;4;1333.33;879;Agence;3333.33;346;Mailing
ID_072395728998;21;F;Célibataire;;1111.47;1;1;1;2667;1;2921;84.27;0;2666.67;139;Agence;2666.67;139;Agence
ID_072397097718;41;F;Célibataire;;;1;0;6;12667;3;6052;5789.56;3;2666.67;997;Partenaire;1333.33;69;Mailing
ID_072397789767;36;M;Marié;Locataire;1200.00;1;0;8;14213;1;2966;306.72;2;1333.33;4235;Partenaire;3200.00;147;Mailing
ID_072406652476;45;M;Marié;Locataire;4133.33;1;0;3;7889;1;1753;1858.00;2;933.33;686;Partenaire;1622.80;210;Partenaire
ID_072411442248;39;F;Célibataire;Locataire;1630.27;1;0;5;8666;3;5511;249.06;3;533.33;4951;Partenaire;2666.67;389;Agence
ID_072454218783;33;F;Célibataire;;;1;0;6;6807;3;4178;226.08;3;807.07;1538;Partenaire;1333.33;54;Mailing
ID_072470755752;36;F;Célibataire;;;1;1;2;2667;2;2788;0.00;3;1333.33;123;Partenaire;1333.33;62;Mailing
ID_072472310689;32;F;Célibataire;Locataire;1866.67;1;0;2;5333;2;3814;206.40;1;4000.00;776;Partenaire;1333.33;138;Agence
ID_072474625754;34;M;Célibataire;;;1;0;4;8000;3;4619;191.08;2;2000.00;1312;Agence;1333.33;49;Mailing
ID_072480189632;54;M;Union libre;Locataire;1600.00;1;0;7;13267;1;3938;5135.04;3;333.33;6767;Partenaire;4000.00;287;Partenaire
ID_072514623086;30;M;Célibataire;;;1;0;4;7933;3;6100;93.82;4;2000.00;931;Partenaire;1333.33;56;Mailing
ID_072521468616;42;F;Célibataire;;;1;0;8;17867;5;6476;2931.62;3;1333.33;2331;Partenaire;1333.33;48;Mailing
ID_072535638256;36;M;Célibataire;;;1;0;5;7600;2;3057;1002.03;3;1466.67;1070;Partenaire;1333.33;47;Mailing
ID_072536407251;49;F;Célibataire;Locataire;1986.67;1;0;1;1333;1;1157;53.33;0;1333.33;425;Partenaire;1333.33;425;Partenaire
ID_072548108924;42;M;Marié;Propriétaire;1866.67;1;0;8;7733;2;1770;120.81;3;666.67;4599;Partenaire;1600.00;364;Partenaire
ID_072548706111;55;F;Divorcé;;1266.67;1;0;7;11600;1;5196;2626.00;2;666.67;2992;Partenaire;4666.67;238;Partenaire
ID_072584159303;47;M;Célibataire;;;1;0;3;5933;2;4362;129.20;5;1266.67;1105;Partenaire;3333.33;138;Mailing
ID_072585072623;44;F;Marié;;;1;0;5;17467;2;6537;379.87;3;800.00;2902;Partenaire;1333.33;510;Mailing
ID_072588427178;40;M;Célibataire;;;1;0;10;19223;3;5355;2864.66;5;1584.00;;Partenaire;1333.33;52;Mailing
ID_072598667270;42;F;Célibataire;Locataire;2666.67;1;0;11;9915;1;1142;2870.28;3;332.67;5862;Partenaire;1066.67;143;Partenaire
ID_072599291021;56;M;Célibataire;;;1;0;7;6866;2;2810;151.98;3;533.33;5212;Partenaire;1333.33;42;Mailing
ID_072609582466;46;F;Marié;Locataire;1433.33;1;0;4;14966;1;4629;83.49;1;432.53;2334;Partenaire;4000.00;179;Partenaire
ID_072620597675;28;M;Célibataire;Locataire;1200.00;0;0;3;3200;2;3091;53.73;6;533.33;452;Partenaire;666.67;77;Mailing
ID_072631910307;47;M;Célibataire;Locataire;2133.33;1;0;2;2800;1;2361;51.60;5;666.67;1272;Partenaire;2133.33;89;Partenaire
ID_072646260755;37;F;Célibataire;;;1;0;13;9445;5;4588;111.13;5;400.00;5036;Partenaire;1333.33;66;Mailing
ID_072651123625;40;M;Marié;Locataire;1600.00;1;0;2;5960;1;693;57.80;1;5333.33;1635;Partenaire;626.40;98;Partenaire
ID_072651920920;36;M;Union libre;Propriétaire;1866.67;1;0;2;2173;1;867;114.27;3;1373.33;1150;Partenaire;799.87;261;Partenaire
ID_072659283547;46;M;Célibataire;;;1;0;4;4667;2;2661;87.28;6;666.67;1059;Agence;1333.33;39;Mailing
ID_072661860532;38;M;Marié;Propriétaire;2200.00;1;0;4;8000;1;2972;1319.41;0;1333.33;2916;Partenaire;2666.67;103;Partenaire
ID_072676123870;54;F;Célibataire;;;1;0;6;6800;3;3454;143.33;2;400.00;2496;Partenaire;1333.33;340;Mailing
ID_072680643344;52;M;Union libre;Locataire;2266.67;1;0;3;2490;1;1623;556.32;3;626.40;1386;Partenaire;1466.67;87;Partenaire
ID_072687197981;42;M;Célibataire;Locataire;1800.00;1;1;1;2667;1;2927;80.00;4;2666.67;129;Agence;2666.67;129;Agence
ID_072688757929;58;F;Célibataire;;;1;0;6;9333;4;6265;171.33;4;1333.33;1957;Partenaire;1333.33;59;Mailing
ID_072702608733;29;M;Célibataire;Locataire;3680.00;1;0;2;4667;1;3307;215.09;1;1333.33;625;Agence;3333.33;122;Mailing
ID_072704543193;53;F;Célibataire;;;1;0;5;4933;2;2023;265.69;2;666.67;2876;Partenaire;1333.33;14;Mailing
ID_072715559069;25;M;Célibataire;Locataire;1680.00;1;0;5;5306;2;1523;52.44;1;1493.33;2085;Partenaire;1133.33;88;Agence
ID_072744282454;56;M;Célibataire;;;1;0;14;20487;1;4598;218.40;4;800.00;6824;Partenaire;5333.33;824;Agence
ID_072757694561;29;M;Célibataire;;;1;0;4;4260;3;2937;159.57;3;659.87;1524;Partenaire;1333.33;129;Mailing
ID_072762868934;58;F;Célibataire;Locataire;1306.67;1;0;4;5819;2;3634;65.73;5;1152.00;;Partenaire;1333.33;10;Mailing
ID_072775533264;50;F;Célibataire;;;1;0;6;6212;3;2486;123.74;5;800.00;4400;Partenaire;1333.33;13;Mailing
ID_072798951678;21;M;Célibataire;;2000.00;1;0;2;2808;1;1532;47.83;0;1408.40;817;Partenaire;1400.00;70;Agence
ID_072839099464;42;F;Célibataire;Propriétaire;2573.33;1;1;3;2667;3;2856;60.00;4;1333.33;202;Partenaire;666.67;76;Agence
ID_072841134435;28;F;Célibataire;;1791.47;1;1;1;5333;1;5549;133.33;4;5333.33;145;Agence;5333.33;145;Agence
ID_072846490094;40;F;Célibataire;;;1;0;2;6667;2;4885;237.39;5;3333.33;805;Agence;3333.33;179;Mailing
ID_072847174122;58;F;Célibataire;;;1;0;4;6400;2;3487;1439.78;3;1733.33;7096;Partenaire;1333.33;59;Mailing
ID_072851415387;57;F;Marié;Locataire;1200.00;1;0;5;14400;2;4878;142.00;4;4000.00;3261;Partenaire;1333.33;25;Partenaire
ID_072867293177;59;M;Marié;Locataire;1960.00;1;0;3;6933;2;5254;2108.19;5;1866.67;1144;Partenaire;2400.00;433;Agence
ID_072885197143;47;F;Célibataire;;;1;0;2;8667;1;3280;2560.02;1;5333.33;1678;Partenaire;3333.33;318;Mailing
ID_072925234694;36;M;Union libre;Locataire;2533.33;1;0;3;4667;1;2817;971.74;2;933.33;1539;Partenaire;2666.67;145;Partenaire
ID_072930799766;36;F;Célibataire;;;1;0;3;5600;1;3315;156.80;0;1600.00;1346;Partenaire;3333.33;336;Mailing
ID_072939892559;35;M;Célibataire;;;1;0;8;7113;2;1928;75.51;2;666.67;4961;Partenaire;1066.67;137;Mailing
ID_072941245061;19;F;Union libre;Locataire;1173.33;1;1;1;733;1;818;0.00;0;733.33;87;Partenaire;733.33;87;Partenaire
ID_072948911056;37;M;Célibataire;Locataire;0.13;0;0;2;4000;1;2779;1314.02;5;1333.33;591;Partenaire;2666.67;130;Mailing
ID_072958377900;48;M;Célibataire;Locataire;1266.67;1;0;2;3333;1;1277;120.70;1;1200.00;1160;Partenaire;2133.33;450;Agence
ID_072959177351;42;M;Célibataire;Propriétaire;2800.00;1;0;3;8000;3;6656;244.96;3;5333.33;837;Partenaire;1333.33;168;Mailing
ID_072964652237;45;F;Célibataire;Locataire;2000.00;1;0;1;5333;1;5828;145.33;4;5333.33;124;Agence;5333.33;124;Agence
ID_072966409964;44;F;Divorcé;Locataire;;1;0;3;7067;1;5381;190.58;;1066.67;1214;Partenaire;5333.33;151;Mailing
ID_072966564861;36;F;Marié;Locataire;1981.07;1;0;2;4667;1;2707;1883.09;1;2000.00;508;Partenaire;2666.67;53;Partenaire
ID_073005546430;39;F;Union libre;Locataire;1600.00;1;0;2;6400;1;2738;194.13;2;3066.67;1316;Partenaire;3333.33;542;Mailing
ID_073009257657;28;M;Célibataire;Propriétaire;1948.13;0;0;1;533;1;217;55.73;0;533.33;327;Agence;533.33;327;Agence
ID_073015344270;24;F;Célibataire;Locataire;911.47;1;0;1;3333;1;3675;0.00;2;3333.33;87;Partenaire;3333.33;87;Partenaire
ID_073016311403;50;F;Célibataire;Locataire;1420.80;1;0;5;11333;1;5807;2221.89;5;400.00;2363;Partenaire;5333.33;158;Agence
ID_073033506340;50;M;Célibataire;;;1;0;8;18200;2;3907;255.08;3;1000.00;3383;Partenaire;1333.33;126;Mailing
ID_073035634226;39;M;Célibataire;;;1;0;4;6000;3;3456;218.91;3;2000.00;964;Agence;1333.33;34;Mailing
ID_073040121382;25;F;Célibataire;;;0;0;2;2667;2;2739;70.89;5;1333.33;510;Partenaire;1333.33;130;Mailing
ID_073059990493;45;M;Célibataire;Locataire;1521.47;1;1;1;2667;1;2950;0.00;3;2666.67;91;Agence;2666.67;91;Agence
ID_073063671330;52;M;Marié;Locataire;1226.67;1;0;3;9600;1;2906;172.30;1;2933.33;1131;Partenaire;2666.67;25;Partenaire
ID_073071918310;39;M;Célibataire;Propriétaire;1964.00;1;0;10;17760;1;5608;3099.84;5;413.33;6313;Partenaire;5333.33;237;Agence
ID_073102888082;33;F;Célibataire;;;1;0;3;10667;1;2409;342.87;1;5333.33;1475;Partenaire;1333.33;17;Mailing
ID_073105261733;40;M;Célibataire;;;1;0;3;5333;3;3594;227.79;1;2666.67;919;Agence;1333.33;138;Mailing
ID_073136817849;54;F;Célibataire;;;1;0;16;49119;3;6754;188.93;4;14718.53;;Partenaire;1333.33;32;Mailing
