id_client;flag_credit;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_092192347963;0;49;M;Célibataire;;;1;0;3;9067;1;2394;333.05;1;3333.33;1397;Partenaire;3333.33;474;Mailing
ID_092198111540;0;50;M;Union libre;Propriétaire;2400.00;1;0;4;8213;2;4345;286.53;2;613.33;2287;Partenaire;2400.00;339;Agence
ID_092226404829;1;54;M;Marié;;;1;0;14;31507;1;3946;176.93;2;440.00;7190;Partenaire;6666.67;1414;Partenaire
ID_092235474231;1;40;M;Célibataire;;;1;0;5;6933;2;3190;140.27;5;2133.33;3862;Partenaire;933.33;217;Agence
ID_092240049064;0;48;M;Union libre;Propriétaire;2176.67;1;0;1;1333;1;1374;132.40;0;1333.33;131;Partenaire;1333.33;131;Partenaire
ID_092243060099;0;52;F;Célibataire;Locataire;1600.00;1;0;4;3600;1;749;36.80;2;666.67;4329;Partenaire;933.33;431;Partenaire
ID_092260359735;0;50;F;Célibataire;Locataire;1800.00;1;0;5;4132;1;1344;84.01;3;666.67;6419;Partenaire;1333.33;294;Partenaire
ID_092267712923;0;37;M;Célibataire;;;1;0;1;5333;1;1954;172.13;1;5333.33;1175;Agence;5333.33;1175;Agence
ID_092279121316;0;33;F;Célibataire;Propriétaire;213.33;1;0;1;533;1;574;15.47;4;533.33;316;Partenaire;533.33;316;Partenaire
ID_092280698154;1;37;F;Divorcé;Locataire;1009.33;1;1;1;667;1;649;67.47;0;666.67;152;Partenaire;666.67;152;Partenaire
ID_092282052869;1;33;F;Divorcé;Locataire;1485.33;1;0;2;4066;2;3351;206.00;4;1399.33;321;Partenaire;2666.67;158;Mailing
ID_092295649188;0;43;F;Célibataire;Locataire;1066.67;1;0;2;2667;1;765;268.08;0;1333.33;1097;Partenaire;1333.33;251;Partenaire
ID_092299611655;1;47;F;Célibataire;;;1;0;4;11333;1;2112;70.00;3;1333.33;2309;Partenaire;2666.67;1263;Agence
ID_092305011143;0;58;M;Célibataire;;;1;0;5;7759;3;3907;179.10;4;2666.67;1265;Partenaire;959.73;287;Partenaire
ID_092307996094;0;45;F;Célibataire;;;1;0;2;2027;1;769;36.67;2;666.67;3798;Partenaire;1360.00;1229;Agence
ID_092310507835;0;41;F;Marié;Propriétaire;1666.67;1;0;1;3067;1;3276;85.07;5;3066.67;581;Partenaire;3066.67;581;Partenaire
ID_092347018913;0;57;F;Célibataire;;;1;0;7;6000;1;517;95.19;0;800.00;5029;Partenaire;1333.33;1022;Mailing
ID_092347066555;0;53;M;Célibataire;;;1;0;4;2828;1;415;15.47;2;800.00;6530;Partenaire;560.93;657;Agence
ID_092348509252;0;58;M;Célibataire;;;1;0;3;7600;1;112;120.00;0;2666.67;6424;Partenaire;2666.67;997;Partenaire
ID_092349374882;1;47;M;Célibataire;;;1;0;1;4000;1;4147;103.33;5;4000.00;298;Agence;4000.00;298;Agence
ID_092360070099;0;36;M;Célibataire;;;1;0;3;1787;1;647;61.73;1;400.00;2735;Partenaire;933.33;546;Partenaire
ID_092369312533;0;46;M;Union libre;Propriétaire;2400.00;1;0;1;1733;1;1902;47.33;5;1732.67;570;Partenaire;1732.67;570;Partenaire
ID_092373120592;0;45;F;Célibataire;;;1;0;10;12543;2;3754;331.47;1;766.00;6682;Partenaire;1333.33;290;Mailing
ID_092379072044;0;59;M;Célibataire;Locataire;1466.67;1;0;3;2667;1;994;65.22;2;933.33;2139;Partenaire;933.33;154;Agence
ID_092380510012;0;33;F;Marié;Locataire;1266.67;1;0;3;14000;1;6918;4251.90;3;2400.00;1166;Mailing;6266.67;89;Agence
ID_092381413180;0;28;M;Union libre;Propriétaire;1946.67;1;0;1;973;1;779;38.40;2;973.33;425;Partenaire;973.33;425;Partenaire
ID_092383361330;0;54;F;Marié;Locataire;1066.67;1;0;6;4933;1;445;96.53;0;400.00;7313;Partenaire;400.00;105;Partenaire
ID_092384841166;1;23;F;Célibataire;;;0;1;1;1067;1;973;51.07;;1066.67;178;Partenaire;1066.67;178;Partenaire
ID_092396909888;0;56;F;Célibataire;;;1;0;11;12200;5;3531;1028.76;2;666.67;2814;Partenaire;666.67;24;Agence
ID_092417576261;0;22;M;Célibataire;;866.67;1;0;1;1133;1;589;80.00;0;1132.53;378;Partenaire;1132.53;378;Partenaire
ID_092419364999;0;50;F;Divorcé;Locataire;1380.00;1;0;1;1333;1;1127;69.87;1;1333.33;271;Agence;1333.33;271;Agence
ID_092420006002;0;53;F;Célibataire;;;1;0;2;1427;1;359;78.91;0;666.67;1255;Partenaire;759.87;537;Partenaire
ID_092420366422;0;28;F;Union libre;Locataire;1466.67;1;0;6;4333;4;2833;104.27;3;666.67;2152;Partenaire;666.67;237;Partenaire
ID_092423225243;0;39;F;Célibataire;Locataire;1214.40;1;0;1;1200;1;905;47.87;1;1200.00;509;Partenaire;1200.00;509;Partenaire
ID_092432485417;0;28;M;;Locataire;1666.67;1;0;4;2333;1;605;71.18;1;400.00;2735;Partenaire;600.00;201;Partenaire
ID_092432810312;0;42;M;Célibataire;;;1;0;6;10866;1;2511;242.87;0;932.67;5091;Partenaire;2666.67;271;Mailing
ID_092450010794;1;45;F;Célibataire;;;1;0;1;5333;1;5919;0.00;5;5333.33;101;Agence;5333.33;101;Agence
ID_092457713706;0;55;F;Célibataire;;;1;0;4;2999;1;350;18.93;2;1333.33;5579;Partenaire;599.33;1441;Partenaire
ID_092467623891;0;39;M;Célibataire;;;1;0;4;7067;2;2255;210.63;2;1733.33;1697;Partenaire;1333.33;290;Mailing
ID_092469150801;1;41;M;Célibataire;Propriétaire;2104.80;1;0;2;2833;2;3081;114.67;3;1333.33;129;Partenaire;1499.60;126;Partenaire
ID_092471854846;0;24;M;Célibataire;Locataire;1600.00;1;0;1;1600;1;1410;51.47;3;1600.00;460;Partenaire;1600.00;460;Partenaire
ID_092487591366;1;38;F;Divorcé;Locataire;1733.33;1;1;1;1333;1;1363;73.33;1;1333.33;137;Partenaire;1333.33;137;Partenaire
ID_092489701705;0;24;F;Célibataire;Locataire;1320.00;1;0;1;1667;1;1501;85.60;0;1666.67;328;Partenaire;1666.67;328;Partenaire
ID_092489844537;0;58;F;Célibataire;;;1;0;3;6667;1;2475;237.05;4;1333.33;2146;Partenaire;2666.67;640;Partenaire
ID_092498945555;0;45;F;Célibataire;;;1;0;8;8400;3;3507;113.20;5;533.33;4563;Partenaire;1333.33;473;Mailing
ID_092513105145;0;47;F;Célibataire;;;1;0;7;5733;5;3846;138.34;5;266.67;1264;Partenaire;1333.33;4;Mailing
ID_092520466092;0;21;M;Célibataire;;1066.67;1;0;2;1667;2;1677;111.60;1;400.00;189;Partenaire;1266.53;150;Partenaire
ID_092522107911;0;50;F;Célibataire;;;1;0;3;5200;1;1082;235.20;2;2000.00;5150;Partenaire;1333.33;661;Mailing
ID_092527784389;0;38;F;;Locataire;1187.60;1;0;3;3552;1;1152;1886.23;2;859.60;1140;Partenaire;1066.67;220;Partenaire
ID_092531748172;0;20;F;Célibataire;;675.33;1;1;2;6267;1;5974;1016.73;5;933.33;136;Agence;5333.33;123;Agence
ID_092535030562;0;47;F;Célibataire;;;1;0;5;10000;2;5121;171.43;2;1333.33;3891;Partenaire;3333.33;256;Mailing
ID_092578723125;1;42;M;Célibataire;Locataire;2176.53;1;0;4;7674;2;2758;230.99;1;1733.33;3245;Partenaire;2400.00;152;Agence
ID_092583756459;1;28;F;Célibataire;Locataire;876.27;0;0;1;533;1;210;40.00;0;533.33;488;Agence;533.33;488;Agence
ID_092583804135;0;35;M;Célibataire;Locataire;1093.33;1;0;8;11333;3;3105;430.98;2;1333.33;4217;Partenaire;1333.33;216;Mailing
ID_092585517105;1;36;F;Divorcé;Locataire;2200.00;1;0;1;2000;1;2161;64.13;3;2000.00;158;Partenaire;2000.00;158;Partenaire
ID_092598642576;1;23;M;Célibataire;;1666.67;1;1;1;1333;1;1458;33.87;5;1333.33;110;Agence;1333.33;110;Agence
ID_092601738146;0;55;M;Célibataire;;;1;0;5;7628;2;3432;133.47;3;533.33;6800;Partenaire;1200.00;994;Mailing
ID_092603218728;0;49;F;Célibataire;Locataire;1280.00;1;0;3;4667;1;1934;93.33;5;1333.33;1078;Partenaire;1333.33;4;Partenaire
ID_092603329232;1;46;M;Célibataire;Propriétaire;1680.00;0;1;1;933;1;870;93.33;0;933.33;139;Partenaire;933.33;139;Partenaire
ID_092605786278;0;40;M;Marié;Propriétaire;2166.67;1;0;1;1333;0;0;0.00;3;1333.33;502;Partenaire;1333.33;502;Partenaire
ID_092607199523;1;18;F;Union libre;Locataire;1093.33;0;0;1;2053;1;2107;103.07;1;2053.07;109;Partenaire;2053.07;109;Partenaire
ID_092608124913;1;37;F;Divorcé;Propriétaire;1333.33;1;0;4;8667;3;4555;330.18;2;2666.67;1388;Partenaire;2000.00;367;Partenaire
ID_092609703431;0;43;M;Célibataire;;;1;0;3;6867;1;2410;148.67;3;2000.00;2939;Partenaire;2666.67;566;Agence
ID_092610087652;0;38;M;Union libre;Locataire;3066.67;1;0;6;7353;1;2019;2400.01;5;266.67;4983;Partenaire;2000.00;371;Partenaire
ID_092611060659;0;46;F;Célibataire;;;1;0;2;6000;1;1989;229.07;0;1733.33;2401;Partenaire;4266.67;543;Partenaire
ID_092611294036;0;30;F;Marié;;;1;0;2;3467;2;2309;160.27;1;2133.33;731;Partenaire;1333.33;278;Mailing
ID_092611569196;0;29;M;Célibataire;Locataire;1669.20;1;0;1;693;1;330;48.67;0;693.33;398;Partenaire;693.33;398;Partenaire
ID_092620335666;1;49;F;Divorcé;Locataire;2200.00;1;0;3;10667;1;5295;5461.96;5;4000.00;633;Agence;5333.33;361;Agence
ID_092621487271;1;36;F;Célibataire;;;1;0;8;14267;3;6468;204.27;3;666.67;2630;Partenaire;1333.33;96;Mailing
ID_092622080566;1;48;F;Célibataire;;;1;0;3;7133;1;2901;319.47;1;1600.00;681;Partenaire;2800.00;66;Partenaire
ID_092651078172;0;32;M;Célibataire;Locataire;1069.87;1;0;1;400;1;423;41.33;0;400.00;119;Partenaire;400.00;119;Partenaire
ID_092653169156;1;41;M;Célibataire;Propriétaire;2213.33;1;0;2;5200;1;4142;110.00;4;1199.87;1456;Partenaire;4000.00;305;Agence
ID_092654070976;1;45;F;Marié;Locataire;2066.67;1;0;7;10923;3;4943;1313.27;5;389.33;1442;Partenaire;1733.33;297;Partenaire
ID_092668751530;0;51;F;Célibataire;;;1;0;8;6933;2;2090;133.96;1;533.33;5592;Partenaire;1333.33;286;Mailing
ID_092676912349;1;40;M;Union libre;Locataire;2266.67;1;0;1;1333;1;1261;66.67;0;1333.33;287;Partenaire;1333.33;287;Partenaire
ID_092681945242;0;32;M;Union libre;Propriétaire;1533.33;1;0;1;667;1;577;26.67;2;666.67;365;Partenaire;666.67;365;Partenaire
ID_092687641391;0;28;F;Marié;Propriétaire;2533.33;0;0;1;1867;1;1295;102.00;1;1866.67;378;Partenaire;1866.67;378;Partenaire
ID_092687946670;0;24;M;Célibataire;;;1;0;1;2000;1;1132;50.13;2;2000.00;1433;Partenaire;2000.00;1433;Partenaire
ID_092687958720;0;39;F;Célibataire;;;1;0;3;3867;1;1533;49.87;3;800.00;7150;Partenaire;2000.00;1033;Partenaire
ID_092694511549;0;58;M;Célibataire;;;1;0;2;2667;2;1699;86.80;4;1333.33;907;Partenaire;1333.33;661;Mailing
ID_092698321089;1;59;F;Célibataire;;;1;0;7;9733;4;5119;1183.85;4;800.00;3703;Partenaire;1333.33;105;Mailing
ID_092703519949;0;38;M;Marié;;;1;0;4;9067;1;3410;1261.76;3;1733.33;2175;Partenaire;3333.33;109;Mailing
ID_092708173948;0;47;M;Marié;Propriétaire;2000.00;1;0;2;13527;1;659;98.93;0;12526.80;;Partenaire;1000.00;361;Partenaire
ID_092709574885;0;45;M;Célibataire;Locataire;2133.33;1;0;12;17867;1;4874;12055.17;4;666.67;2896;Partenaire;4533.33;139;Partenaire
ID_092715636380;0;39;M;Union libre;Propriétaire;1933.33;1;1;1;5333;1;5745;165.87;3;5333.33;161;Agence;5333.33;161;Agence
ID_092716230934;0;32;M;Célibataire;;;1;0;1;1177;1;551;64.40;0;1176.67;532;Partenaire;1176.67;532;Partenaire
ID_092718260299;0;33;M;Célibataire;;;1;0;3;10000;1;2803;126.18;1;2666.67;1979;Partenaire;2666.67;94;Mailing
ID_092728611820;0;41;M;Célibataire;;;1;0;5;7200;1;832;398.91;4;1333.33;7268;Partenaire;400.00;791;Partenaire
ID_092736660690;0;33;M;Célibataire;;;1;0;1;1067;1;759;33.33;2;1066.67;767;Partenaire;1066.67;767;Partenaire
ID_092744608416;0;45;F;Marié;Locataire;2306.67;1;0;6;17319;2;2816;532.40;1;652.67;;Partenaire;1333.33;198;Partenaire
ID_092746896945;1;39;F;Célibataire;;;0;0;4;6000;3;3730;156.98;2;1333.33;1286;Agence;1333.33;109;Mailing
ID_092766273762;0;46;M;Célibataire;;;1;0;5;5333;1;220;43.07;0;1600.00;7129;Partenaire;1333.33;1383;Partenaire
ID_092778800803;0;51;F;Célibataire;;;1;0;2;2760;1;183;221.65;0;893.07;679;Partenaire;1866.67;666;Partenaire
ID_092797477970;1;50;M;Marié;Propriétaire;2000.00;1;0;3;13333;0;0;0.00;1;2666.67;622;Partenaire;5333.33;19;Partenaire
ID_092809413370;0;39;M;Marié;Locataire;1733.33;1;0;2;4667;1;1821;133.33;1;1600.00;3901;Partenaire;3066.67;597;Partenaire
ID_092811436166;1;47;M;Divorcé;Locataire;2466.67;1;0;8;11295;1;1958;71.66;3;864.00;;Partenaire;2000.00;447;Partenaire
ID_092813140635;0;39;M;Célibataire;Locataire;2266.67;1;0;7;15800;3;3940;619.34;0;2666.67;3163;Partenaire;2666.67;172;Partenaire
ID_092814164898;0;47;M;Célibataire;Locataire;1760.00;1;0;2;7067;1;5438;2043.03;6;1733.33;593;Partenaire;5333.33;59;Mailing
ID_092817505122;0;38;F;Célibataire;;;1;0;5;8800;1;3762;226.80;0;1066.67;7318;Partenaire;3733.33;273;Mailing
ID_092820076086;0;42;M;Célibataire;;;1;0;2;3733;1;654;99.29;0;1333.33;1374;Partenaire;2400.00;956;Partenaire
ID_092836516670;1;57;M;Célibataire;Locataire;1665.20;1;0;4;4400;2;1608;184.53;1;1066.67;1413;Partenaire;666.67;383;Agence
ID_092837883565;0;51;F;;;;1;0;5;14400;1;308;282.28;0;1333.33;3125;Partenaire;4666.67;825;Partenaire
ID_092844910115;0;47;M;Marié;Propriétaire;1973.33;1;0;1;1333;1;754;73.20;0;1333.33;479;Partenaire;1333.33;479;Partenaire
ID_092858413864;0;33;F;Célibataire;Locataire;2000.00;1;0;1;667;1;398;47.07;0;666.67;333;Partenaire;666.67;333;Partenaire
ID_092862858044;0;57;F;Marié;Propriétaire;1466.67;1;0;1;620;1;690;0.00;1;619.73;185;Partenaire;619.73;185;Partenaire
ID_092872091552;0;50;M;Célibataire;;;1;0;5;9600;2;2692;182.00;1;400.00;1736;Partenaire;533.33;691;Agence
ID_092874192819;0;57;M;Divorcé;Locataire;2533.33;1;0;2;9333;1;5760;4091.96;6;4000.00;291;Agence;5333.33;32;Agence
ID_092878736760;1;43;F;Célibataire;;;1;0;1;2267;1;265;97.73;;2266.67;741;Partenaire;2266.67;741;Partenaire
ID_092881343573;0;33;M;Marié;Locataire;3333.33;1;0;4;5036;1;1728;717.36;1;1600.00;3794;Partenaire;1600.00;301;Partenaire
ID_092882225312;0;54;M;Célibataire;;;1;0;2;2667;2;1732;91.07;2;1333.33;1050;Partenaire;1333.33;616;Mailing
ID_092894316508;0;40;F;Célibataire;Locataire;1133.33;1;0;2;2667;1;1385;90.27;1;400.00;6201;Partenaire;2266.67;658;Partenaire
ID_092896294353;1;28;F;Célibataire;Locataire;1986.13;1;0;2;3733;2;3636;113.87;3;2666.67;380;Partenaire;1066.67;119;Partenaire
ID_092899853461;0;51;M;Célibataire;;;1;0;5;4680;3;3595;159.34;5;280.00;1243;Partenaire;1733.33;290;Partenaire
ID_092915082713;0;31;F;Marié;Locataire;1733.33;1;0;1;613;1;225;60.00;0;612.67;471;Partenaire;612.67;471;Partenaire
ID_092920410331;0;25;F;Célibataire;;1166.67;0;0;1;1634;1;719;153.87;0;1634.27;450;Partenaire;1634.27;450;Partenaire
ID_092927540127;0;41;F;Marié;;;1;0;1;667;1;90;21.87;0;666.67;1407;Partenaire;666.67;1407;Partenaire
ID_092947836331;0;46;M;Célibataire;Locataire;1466.67;1;0;1;667;1;546;36.80;1;666.67;306;Agence;666.67;306;Agence
ID_092954823902;0;57;M;Marié;Propriétaire;2480.00;1;0;1;1333;1;901;77.87;1;1333.33;458;Partenaire;1333.33;458;Partenaire
ID_092957342583;0;40;M;Marié;Locataire;1400.00;1;0;3;12800;1;936;6305.74;0;5333.33;613;Partenaire;2133.33;306;Partenaire
ID_092957896202;0;20;F;Célibataire;Propriétaire;1733.33;1;0;1;1067;1;1156;32.40;5;1066.67;536;Partenaire;1066.67;536;Partenaire
ID_092958475762;0;43;M;Marié;Propriétaire;2193.33;1;0;1;6667;1;5276;188.13;3;6666.67;669;Agence;6666.67;669;Agence
ID_092958527283;0;39;F;Célibataire;Locataire;1800.00;1;0;3;3067;2;2185;74.40;3;933.33;658;Partenaire;800.00;173;Partenaire
ID_092966575104;0;47;M;Célibataire;Propriétaire;1906.67;1;0;4;2667;1;292;118.56;;1066.67;4056;Partenaire;666.67;433;Partenaire
ID_092979418468;0;50;M;Marié;;;1;0;13;24808;3;7032;400.00;3;666.67;3258;Partenaire;2000.00;5;Mailing
ID_092988780763;0;29;M;Union libre;Propriétaire;2266.67;1;0;1;2133;1;2263;45.60;5;2132.67;123;Partenaire;2132.67;123;Partenaire
ID_092988986883;0;33;F;Célibataire;;;1;0;1;1440;1;1157;46.13;2;1439.60;574;Partenaire;1439.60;574;Partenaire
ID_092993619140;0;42;F;Marié;Locataire;1733.33;1;0;1;520;1;328;28.27;;519.73;376;Partenaire;519.73;376;Partenaire
ID_092994696332;0;47;F;Célibataire;;;1;0;6;6800;2;2389;2325.53;4;933.33;6023;Partenaire;1733.33;277;Mailing
ID_092995980338;1;52;F;Marié;Propriétaire;1184.27;1;0;1;1333;0;0;0.00;;1333.33;986;Partenaire;1333.33;986;Partenaire
ID_093003355763;0;31;F;Célibataire;Propriétaire;1533.33;1;0;1;1999;1;1954;42.93;5;1999.33;349;Partenaire;1999.33;349;Partenaire
ID_093008865457;0;53;M;Marié;Propriétaire;1466.67;1;0;4;2400;0;0;0.00;0;666.67;6592;Partenaire;666.67;570;Partenaire
ID_093019949511;0;30;F;Célibataire;;;1;0;1;2667;1;446;145.20;0;2666.67;712;Partenaire;2666.67;712;Partenaire
ID_093033192221;0;31;M;Marié;Locataire;600.00;1;0;4;3039;1;563;171.98;0;639.33;4352;Partenaire;800.00;359;Partenaire
ID_093035096892;0;36;M;Célibataire;Propriétaire;2533.33;1;0;5;13733;2;5729;1930.08;5;4000.00;1932;Partenaire;3066.67;105;Mailing
ID_093035547930;0;54;M;Célibataire;Locataire;1866.67;1;0;1;1566;1;1570;38.13;4;1566.40;313;Partenaire;1566.40;313;Partenaire
ID_093040109160;0;36;F;Divorcé;Locataire;2400.00;1;0;4;26567;1;583;2186.59;1;23633.33;;Partenaire;666.67;542;Partenaire
ID_093048433338;1;52;M;Célibataire;Locataire;1673.33;1;0;2;2773;2;1974;144.53;1;1173.33;471;Partenaire;1600.00;335;Partenaire
ID_093063142610;0;54;F;Marié;;;1;0;2;5333;1;2110;178.35;2;2666.67;1132;Partenaire;2666.67;434;Mailing
ID_093063601543;0;29;F;Union libre;Propriétaire;1104.27;1;0;1;1067;1;1153;26.67;5;1066.67;133;Partenaire;1066.67;133;Partenaire
ID_093065897269;1;50;F;Célibataire;;;1;0;3;3733;3;1945;139.60;2;1066.67;1089;Partenaire;1333.33;467;Mailing
ID_093068729032;0;40;F;Célibataire;Locataire;1746.67;1;0;3;4533;2;3619;100.93;5;533.33;6563;Partenaire;1333.33;467;Mailing
ID_093080814038;0;37;M;Célibataire;Locataire;2146.67;1;1;1;5333;1;5846;0.00;6;5333.33;75;Agence;5333.33;75;Agence
ID_093086209242;1;28;F;Célibataire;Locataire;1333.33;1;0;4;8410;1;5660;117.47;5;410.00;1804;Partenaire;5333.33;342;Agence
ID_093089053593;0;56;F;Divorcé;Locataire;1200.00;1;0;8;13200;2;3221;67.07;6;533.33;7095;Partenaire;666.67;34;Agence
ID_093101169230;0;37;F;Célibataire;Locataire;1506.67;1;0;2;2267;1;973;62.13;;933.33;4084;Partenaire;1333.33;294;Partenaire
ID_093102704925;0;36;F;Célibataire;;;1;0;1;1106;1;88;33.33;0;1106.27;1384;Partenaire;1106.27;1384;Partenaire
ID_093117282595;0;39;F;Célibataire;;;1;0;3;10000;1;881;236.71;0;2666.67;7242;Partenaire;2000.00;479;Mailing
ID_093126199672;0;25;M;Célibataire;;799.47;0;0;1;1867;1;1700;38.93;5;1866.67;466;Partenaire;1866.67;466;Partenaire
ID_093128787449;0;32;M;Marié;Locataire;1173.33;1;0;2;8000;1;4054;133.33;3;4000.00;2687;Partenaire;4000.00;217;Partenaire
ID_093134108280;0;40;M;Célibataire;;;1;0;5;4867;1;1993;96.80;0;800.00;5242;Partenaire;2066.67;243;Mailing
ID_093144180236;0;21;F;Célibataire;Locataire;866.67;1;0;1;400;1;473;10.80;5;400.00;159;Partenaire;400.00;159;Partenaire
ID_093150140073;0;54;F;Célibataire;Propriétaire;2533.33;1;0;1;800;1;631;77.20;0;800.00;327;Partenaire;800.00;327;Partenaire
ID_093155193031;1;40;F;Célibataire;;;1;0;12;10533;2;2960;1212.27;2;400.00;7319;Partenaire;1333.33;287;Mailing
ID_093161425505;0;43;F;Célibataire;;;1;0;6;7600;2;3497;53.07;3;266.67;4895;Partenaire;3333.33;87;Mailing
ID_093177281972;0;42;M;Marié;Propriétaire;2400.00;1;0;3;1933;1;556;294.31;1;333.33;7124;Partenaire;800.00;374;Partenaire
ID_093180834555;0;19;M;Célibataire;;600.00;1;0;1;1306;1;1480;33.33;0;1306.13;179;Partenaire;1306.13;179;Partenaire
ID_093196467865;0;22;F;Union libre;Locataire;1133.33;1;0;1;1466;1;1275;53.33;2;1466.13;467;Partenaire;1466.13;467;Partenaire
ID_093198453501;0;36;M;Célibataire;;;1;0;3;10000;2;5551;3207.23;2;3333.33;903;Partenaire;1333.33;96;Mailing
ID_093206737607;0;42;M;Marié;Locataire;1600.00;1;0;2;2165;1;1008;636.07;1;1232.13;585;Partenaire;933.33;291;Partenaire
ID_093206988907;0;24;M;Célibataire;;;1;0;1;1426;1;528;77.73;0;1426.27;583;Partenaire;1426.27;583;Partenaire
ID_093212344021;0;55;M;Célibataire;Locataire;1093.33;1;0;6;16989;1;5901;270.28;2;2000.00;4254;Partenaire;5333.33;146;Partenaire
ID_093215477258;0;29;M;Célibataire;Locataire;1800.00;1;0;3;3076;1;533;43.47;3;1720.00;;Partenaire;466.67;293;Partenaire
ID_093217858145;1;33;M;Célibataire;;;1;0;1;1965;1;1934;54.53;4;1964.80;377;Partenaire;1964.80;377;Partenaire
ID_093233816950;0;47;M;Célibataire;Propriétaire;2266.67;1;0;4;7600;1;582;198.53;0;266.67;4142;Partenaire;2000.00;332;Agence
ID_093239112725;0;54;M;Divorcé;Locataire;1293.33;1;0;6;8166;1;1938;68.67;3;2166.13;;Partenaire;2666.67;1126;Partenaire
ID_093241187341;0;30;M;Marié;Locataire;3066.67;1;0;2;5733;1;5066;936.29;6;1066.67;752;Partenaire;4666.67;53;Agence
ID_093243854380;0;44;F;Marié;Propriétaire;1466.67;1;0;2;1533;1;955;94.73;2;400.00;950;Partenaire;1133.33;464;Partenaire
ID_093245833024;0;37;M;Marié;Locataire;1640.00;1;0;4;7919;1;2660;358.67;1;720.00;2561;Partenaire;5333.33;846;Agence
ID_093246991821;0;49;F;Célibataire;Locataire;2333.33;0;0;1;1467;1;1458;101.47;1;1466.67;139;Partenaire;1466.67;139;Partenaire
ID_093247687859;0;36;F;Union libre;Locataire;1134.80;1;0;3;2440;1;423;568.23;1;800.00;1050;Partenaire;346.53;329;Partenaire
ID_093255942974;0;38;M;Célibataire;;;1;0;5;7133;2;3748;118.17;4;1600.00;4905;Partenaire;4000.00;632;Partenaire
ID_093258663475;0;27;F;Célibataire;Locataire;1466.67;1;0;1;1512;1;1429;42.13;4;1512.27;461;Partenaire;1512.27;461;Partenaire
ID_093261231426;1;48;F;Célibataire;;;1;0;7;10276;5;6655;252.47;5;1742.35;;Partenaire;1333.33;109;Mailing
ID_093265542846;0;21;M;Célibataire;;800.00;1;0;1;853;1;711;66.67;0;852.93;174;Partenaire;852.93;174;Partenaire
ID_093273426982;0;37;M;Célibataire;;;1;0;1;1407;1;1119;40.53;3;1406.93;889;Partenaire;1406.93;889;Partenaire
ID_093288442426;1;37;F;Marié;Locataire;1466.67;1;0;1;3333;1;3554;180.67;1;3333.33;111;Partenaire;3333.33;111;Partenaire
ID_093289805801;0;43;M;Célibataire;;;1;0;2;4800;1;671;133.33;0;1000.00;4483;Partenaire;3800.00;1160;Agence
ID_093292741872;0;29;M;Célibataire;Propriétaire;1333.33;1;0;2;2500;2;1910;93.33;4;1500.00;516;Partenaire;1000.00;511;Partenaire
ID_093300724493;0;31;M;Célibataire;Locataire;2266.67;1;0;1;800;1;404;79.73;0;800.00;308;Partenaire;800.00;308;Partenaire
ID_093306316916;0;38;M;Marié;Locataire;1127.47;1;0;14;13463;2;3770;347.97;2;399.33;2862;Partenaire;1733.33;336;Partenaire
ID_093308334055;0;39;F;Marié;Propriétaire;1453.33;1;0;4;12400;1;5349;3625.20;5;2000.00;817;Partenaire;5333.33;402;Partenaire
ID_093311236580;0;45;F;Célibataire;Propriétaire;1333.33;1;0;4;3267;2;1289;119.47;2;266.67;4539;Partenaire;866.67;382;Agence
ID_093316188170;0;29;F;Marié;Locataire;2226.67;1;0;3;11333;1;3373;8080.00;5;6000.00;567;Partenaire;3333.33;116;Partenaire
ID_093326855796;0;51;M;Célibataire;;;1;0;1;1333;1;989;33.47;3;1333.33;1105;Partenaire;1333.33;1105;Partenaire
ID_093347154320;0;44;M;Célibataire;;;1;0;4;8800;1;3956;137.60;3;1333.33;4756;Partenaire;5333.33;1101;Partenaire
ID_093347502335;1;51;M;Célibataire;;;1;0;4;8667;1;4885;295.73;3;666.67;1110;Partenaire;5333.33;465;Agence
ID_093352376216;0;43;M;Divorcé;Locataire;1333.33;1;0;3;5200;1;3111;300.51;4;800.00;1134;Partenaire;1066.67;479;Partenaire
ID_093370276003;0;46;F;Marié;;;1;0;5;5867;2;2488;130.06;1;799.87;2197;Partenaire;1333.33;5;Mailing
ID_093377082681;0;24;F;Célibataire;Locataire;536.40;1;0;1;933;1;719;48.80;1;933.33;424;Partenaire;933.33;424;Partenaire
ID_093381679180;1;53;F;Célibataire;Locataire;1333.33;1;0;5;16400;2;5078;722.40;1;3333.33;1406;Partenaire;1333.33;283;Mailing
ID_093384714695;0;25;F;Célibataire;Locataire;1480.00;1;0;5;5933;4;5036;265.48;2;400.00;1274;Partenaire;1333.33;272;Partenaire
ID_093385017220;1;56;M;Célibataire;Locataire;1533.33;1;0;2;1333;1;686;120.02;1;400.00;751;Partenaire;933.33;349;Partenaire
ID_093390077997;0;47;F;Marié;Propriétaire;2333.33;1;0;4;8600;1;3436;291.87;2;800.00;6206;Partenaire;4066.67;392;Agence
